code,title,definition,longdefinition,inclusions,exclusions
LB90.3,Radio-ulnar synostosis,"A condition caused by failure of the arm bones to correctly develop during the antenatal period. This condition is characterised by direct fusion of the ulnar and radial bones of the arm, and consequent limitation of rotational movement of the forearm. Confirmation is through observation of radio ulnar fusion by imaging.",,,
LB90.4,Madelung deformity,"Madelung disease, or deformity is a predominantly bilateral wrist anomaly characterised by shortened and bowed radii and long ulnae leading to dorsal dislocation of the distal ulna and limited mobility of the wrist and elbow.",,,
LB90.5,Congenital digital clubbing,Isolated congenital digital clubbing is a rare genodermatosis disorder characterised by enlargement of the terminal segments of fingers and toes with thickened nails without any other abnormality.,,,
LB90.6,Tibio-fibular synostosis,,,,
LB90.7,Cubitus valgus,,,,
LB90.8,Cubitus varus,,,,
LB90.Y,Other specified joint formation defects,,,,
LB90.Z,"Joint formation defects, unspecified",,,,
LB91,Congenital shoulder dislocation,,,,
LB92,Congenital elbow dislocation,,,,
LB93.0,Congenital genu recurvatum,,,,
LB93.1,Congenital genu flexum,,,,
LB93.Y,Other specified congenital knee dislocation,,,,
LB93.Z,"Congenital knee dislocation, unspecified",,,,
LB94,Congenital patella dislocation,,,,
LB95,Patella aplasia or hypoplasia,Isolated patella aplasia-hypoplasia is an extremely rare genetic condition characterised by congenital absence or marked reduction of the patellar bone. This condition may present with discomfort or abnormal gait. Confirmation is through verification of the reduced or absent patella by imaging,,,
LB96.0,Congenital bowing of femur,A condition caused by failure of the femur to develop correctly during the antenatal period. This condition is characterised by abnormal angling of the femur. Confirmation is through observation of the bowed femur by imaging.,,,
LB96.1,Congenital bowing of tibia,A condition caused by failure of the tibia to develop correctly during the antenatal period. This condition is characterised by abnormal angling of the tibia. Confirmation is through observation of the bowed tibia by imaging.,,,
LB96.Y,Other specified congenital bowing of long bones,,,,
LB96.Z,"Congenital bowing of long bones, unspecified",,,,
LB97.0,Macrodactyly of fingers,"A condition caused by failure of the fingers to correctly develop during the antenatal period. This condition is characterised by overgrowth of bone and soft tissue, resulting in larger than normal fingers. This condition may be asymptomatic.",,,
LB97.1,Macrodactyly of toes,,,,
LB97.2,Upper limb hypertrophy,,,,
LB97.3,Lower limb hypertrophy,,,,
LB97.Y,Other specified limb overgrowth,,,,
LB97.Z,"Limb overgrowth, unspecified",,,,
LB98.00,Talipes equinovarus,"A condition characterised by a foot that is fixated in adduction, in supination, and in varus. This condition may be associated with intrauterine position, genetic mutation, or can be idiopathic.",,,
LB98.01,Talipes calcaneovarus,,,,
LB98.02,Metatarsus varus,"A condition characterised by medial rotation of the cuneiform bones at the midtarsal joint, with associated medial deviation of the metatarsal, resulting in adduction and supination of the forefoot.",,,
LB98.0Y,Other specified congenital varus deformities of feet,,,,
LB98.0Z,"Congenital varus deformities of feet, unspecified",,,,
LB98.1,Congenital pes planus,Any condition caused by failure of the foot to correctly develop during the antenatal period. These conditions are characterised by severe rigid flat foot deformity.,,congenital flat foot,
LB98.20,Congenital hallux valgus,A condition caused by failure of the hallux to correctly develop during the antenatal period. This condition is characterised by angling of the hallux medial to the metatarsophalangeal joint.,,,
LB98.21,Metatarsus valgus,A condition caused by failure of the bones of the foot to correctly develop during the antenatal period. This condition is characterised by rotation of the forepart of the foot outward from the midline of the body.,,,
LB98.22,Talipes calcaneovalgus,A condition caused by tightness of the muscles of the foot due to resting of the foot in a turned up position during the antenatal period. This condition is characterised by a foot that is turned upwards towards the shin.,,,
LB98.2Y,Other specified congenital valgus deformities of feet,,,,
LB98.2Z,"Congenital valgus deformities of feet, unspecified",,,,
LB98.3,Congenital pes cavus,A condition characterised by a high arch of the foot that does not flatten with weight bearing.,,,
LB98.4,Congenital vertical talus,"Isolated congenital vertical talus is a rare pedal deformity recognizable at birth by a dislocation of the talonavicular joint, resulting in a characteristic radiographic near-vertical orientation of the talus.",,,
LB98.5,Congenital hammer toe,A condition characterised by angling downwards of the toe.,,,
LB98.Y,Other specified congenital deformities of feet,,,,
LB98.Z,"Congenital deformities of feet, unspecified",,,,
LB99.0,Amelia of upper limb,A condition caused by the failure of an upper limb to develop during the antenatal period. This condition is characterised by absence of the upper limb.,,,
LB99.1,Humeral agenesis or hypoplasia,,,,
LB99.2,Radial hemimelia,Radial hemimelia is a congenital longitudinal deficiency of the radius bone of the forearm characterised by partial or total absence of the radius.,,Radial clubhand,
LB99.3,Ulnar hemimelia,Ulnar hemimelia is a congenital ulnar deficiency of the forearm characterised by complete or partial absence of the ulna bone.,,,
LB99.4,Congenital absence of upper arm or forearm with hand present,"A condition caused by the failure of the upper arm and forearm to develop during the antenatal period, but with the hand present. This condition is characterised by direct connection of the hand to the shoulder.",,,
LB99.5,Congenital absence of both forearm and hand,A condition caused by the failure of the forearm and hand to develop during the antenatal period.,,,
LB99.6,Acheiria,A condition caused by failure of one or both hands to develop during the antenatal period.,,,
LB99.7,Adactyly of hands,A condition caused by failure of the digits on the hand to correctly develop during the antenatal period. This condition is characterised by absence of digits on the hand.,,,
LB99.8,Split hand,A condition caused by malformation of the hand during the antenatal period. This condition is characterised by a deep median cleft of the hand due to the absence of the central rays.,,,
LB99.Y,Other specified reduction defects of upper limb,,,,
LB99.Z,"Reduction defects of upper limb, unspecified",,,,
LB9A.0,Amelia of lower limb,,,,
LB9A.1,Tibial hemimelia,Tibial hemimelia is a rare congenital anomaly characterised by deficiency of the tibia with a relatively intact fibula.,,,
LB9A.2,Fibular hemimelia,Fibular hemimelia is a congenital longitudinal limb deficiency characterised by complete or partial absence of the fibula bone.,,,
LB9A.3,Congenital absence of thigh or lower leg with foot present,Any condition caused by the failure of the thigh and lower leg to develop during the antenatal period. These conditions are characterised by direct connection of the foot to the hip.,,,
LB9A.4,Apodia,A condition caused by failure of the foot to develop during the antenatal period.,,,
LB9A.5,Adactyly of feet,A condition caused by failure of the digits on the foot to correctly develop during the antenatal period. This condition is characterised by absence of digits on the foot.,,,
LB9A.6,Split foot,A condition caused by malformation of the foot during the antenatal period. This condition is characterised by a deep median cleft of the foot due to the absence of the central rays.,,,
LB9A.7,Congenital absence of both lower leg and foot,Any condition caused by the failure of the lower leg and foot to develop during the antenatal period.,,,
LB9A.8,Femoral agenesis or hypoplasia,Femoral agenesis/hypoplasia is a rare malformation of variable severity ranging from mild hypoplasia to complete absence of the femur.,,,
LB9A.Y,Other specified reduction defects of lower limb,,,,
LB9A.Z,"Reduction defects of lower limb, unspecified",,,,
LB9B,Reduction defects of upper and lower limbs,,,,
LB9Y,Other specified structural developmental anomalies of the skeleton,,,,
LB9Z,"Structural developmental anomalies of the skeleton, unspecified",,,,
LC00.0,Epidermal naevus,,,,
LC00.Y,Other specified keratinocytic epidermal hamartoma,,,,
LC00.Z,"Keratinocytic epidermal hamartoma, unspecified",,,,
LC01,Pilosebaceous hamartoma,Hamartomatous malformation involving elements originating from the developing pilosebaceous follicle.,,,
LC02,Complex epidermal hamartoma,Hamartomatous malformation composed of elements deriving from several components of the developing epidermis and epidermal appendages.,,,
LC0Y,Other specified developmental hamartomata of the epidermis and epidermal appendages,,,,
LC10,Dermal melanocytosis,The presence at birth of functional melanocytes within the dermis. Most commonly this is as a result of incomplete migration of melanocytes to the epidermis as in lumbosacral dermal melanocytosis (Mongolian spot). Less commonly it is due to circumscribed hamartomatous proliferation of melanocytes in the dermis (e.g. Naevus of Ota).,,,
LC1Y,Other specified developmental anomalies of skin pigmentation,,,,
LC20,Connective tissue hamartoma,,,Connective tissue naevus,
LC2Y,Other specified hamartomata derived from dermal connective tissue,,,,
LC30,Developmental defects of hair or hair growth,,,,
LC31,Developmental defects of the nail apparatus,Congenital malformations of the nail apparatus.,,congenital abnormalities of the nails,
LC40,Dermoid cyst,,,,
LC50.0,Salmon patch,"A common skin condition of neonates, characterised by flat, deep-pink localised areas of capillary dilation that occur predominantly on the back of the neck, lower occiput, upper eyelids, upper lip, and bridge of the nose. The areas disappear permanently by about 2 years of age.",,,
LC50.1,Port-wine stain,A port-wine stain is defined as a macular telangiectatic area of skin which is present at birth and does not spontaneously involute. Port-wine stains may be localised or extensive and they are often associated with an underlying disorder.,,,
LC50.Y,Other specified cutaneous capillary vascular malformation,,,,
LC51,Developmental venous malformations involving the skin,Certain genetically-determined syndromes presenting with venous anomalies in the skin,,,
LC52,Complex or combined developmental vascular malformations involving the skin,,,,
LC5Y,Other specified developmental anomalies of cutaneous vasculature,,,,
LC5Z,"Developmental anomalies of cutaneous vasculature, unspecified",,,,
LC60,Aplasia cutis congenita,Congenital absence of skin. The commonest form presents as a defect limited to the scalp. It is also a component of a number of genetic syndromes.,,,
LC7Y,Other specified structural developmental anomalies of the skin,,,,
LC7Z,"Structural developmental anomalies of the skin, unspecified",,,,
LC80,Congenital adrenal hypoplasia,,,,
LC8Y,Other specified structural developmental anomalies of the adrenal glands,,,,
LC8Z,"Structural developmental anomalies of the adrenal glands, unspecified",,,,
LD0Y,Other specified structural developmental anomalies primarily affecting one body system,,,,
LD0Z,"Structural developmental anomalies primarily affecting one body system, unspecified",,,,
LD20.00,Joubert syndrome,"Joubert syndrome is a genetic midbrain-hindbrain malformation syndrome characterised by congenital malformation of the brainstem and agenesis or hypoplasia of the cerebellar vermis leading to an abnormal respiratory pattern, nystagmus, hypotonia, ataxia, and delay in achieving motor milestones.",,,
LD20.01,Pontocerebellar hypoplasia,"Nonsyndromic pontocerebellar hypoplasias are a rare heterogeneous group of diseases characterised by hypoplasia and atrophy and/or early neurodegeneration of the cerebellum and pons. Eight subtypes named type 1-8 have been described, generally inherited in an autosomal recessive pattern.",,,
LD20.0Y,Other specified syndromes with cerebellar anomalies as a major feature,,,,
LD20.0Z,"Syndromes with cerebellar anomalies as a major feature, unspecified",,,,
LD20.1,Syndromes with lissencephaly as a major feature,"The term lissencephaly covers a group of rare malformations sharing the common feature of anomalies in the appearance of brain convolutions (characterised by simplification or absence of folding) associated with abnormal organisation of the cortical layers as a result of neuronal migration defects during embryogenesis. Children with lissencephaly have feeding and swallowing problems, muscle tone anomalies (early hypotonia and subsequently limb hypertonia), seizures (in particular, infantile spasms) and severe psychomotor retardation. Two large groups can be distinguished: classical lissencephaly (and its variants) and cobblestone lissencephaly.",,Agyria; Pachygyria,
LD20.2,Syndromes with microcephaly as a major feature,Developmental syndromes in which an abnormally small head size is a significant feature.,,,
LD20.3,Syndromes with holoprosencephaly as a major feature,"Any syndrome caused by failure of the prosencephalon to divide in two during the antenatal period. These syndromes may present with closely spaced eyes, cyclopia, flat nasal bridge, single maxillary central incisor, small head size, and clefts of the lip and palate.",,,
LD20.4,Syndromes with brain calcifications as a major feature,A group of rare familial syndromes characterised by abnormal calcification of cerebral tissue and typically first manifesting in adult life with any of a wide range of neuropsychiatric disorders.,,,
LD20.Y,Other specified syndromes with central nervous system anomalies as a major feature,,,,
LD20.Z,"Syndromes with central nervous system anomalies as a major feature, unspecified",,,,
LD21.0,Syndromes with microphthalmia as a major feature,Syndromes in which abnormally small eyes form an important component.,,,
LD21.Y,Other specified syndromes with eye anomalies as a major feature,,,,
LD21.Z,"Syndromes with eye anomalies as a major feature, unspecified",,,,
LD22,Syndromes with dental anomalies as a major feature,,,,
LD23,Syndromes with vascular anomalies as a major feature,,,,
LD24.00,Achondroplasia,"Achondroplasia is the most frequent form of chondrodysplasia and is a type of dwarfism characterised by short limbs, hyperlordosis, short hands, and macrocephaly with high forehead and saddle nose, with normal intellectual development.",,,
LD24.01,Hypochondroplasia,"Hypochondroplasia is a skeletal dysplasia characterised by disproportionate short stature, mild lumbar lordosis and limited extension of the elbow joints.",,,
LD24.02,Thanatophoric dysplasia,"Thanatophoric Dysplasia is a severe skeletal disorder that is lethal in the neonatal period. Two clinically defined TD subtypes have been classified: type I (TDI), characterised by micromelia with bowed femurs and, occasionally, by the presence of cloverleaf skull deformity of varying severity and type II (TDII), characterised by micromelia with straight femurs and a moderate to severe cloverleaf skull deformity.",,,
LD24.03,Diastrophic dysplasia,"Diastrophic dwarfism is a rare autosomal recessive disorder marked by short stature with short extremities (final adult height is 120cm +/- 10cm), and joint malformations leading to multiple joint contractures (principally involving the shoulders, elbows, interphalangeal joints and hips)",,,
LD24.04,Chondrodysplasia punctata,,,,
LD24.0Y,Other specified syndromes with micromelia,,,,
LD24.0Z,"Syndromes with micromelia, unspecified",,,,
LD24.10,Osteopetrosis,"Osteopetrosis ('marble bone disease') is a descriptive term that refers to a group of rare, heritable disorders of the skeleton characterised by increased bone density on radiographs. Osteopetrotic conditions vary greatly in their presentation and severity, ranging from neonatal onset with life-threatening complications such as bone marrow failure (as in classical or 'malignant' autosomal recessive osteopetrosis) to the incidental finding of osteopetrosis on radiographs (e.g. osteopoikilosis).",,,
LD24.11,Osteopoikilosis,,,,
LD24.1Y,Other specified bone diseases with increased bone density,,,,
LD24.1Z,"Bone diseases with increased bone density, unspecified",,,,
LD24.20,Multiple osteochondromas,,,Diaphyseal aclasis,
LD24.21,Exostoses with anetodermia and brachydactyly type E,,,,
LD24.22,Cherubism,"Cherubism is a benign fibro-osseous hereditary disorder of childhood, limited to the lower half of the face, the maxilla and particularly the mandible, with bilateral painless swelling of jaws (giving the so-called cherubic look) associated with multicystic bone tumours and eyes-to-heaven appearance. Dentition is also abnormal at the sites concerned: tooth agenesis, noneruption, displacement, root resorption and malocclusions are common.",,,
LD24.23,Yunis-Varon disease,"A disease caused by failure of multiple body systems to correctly develop during the antenatal period, due to mutation of the FIG4 gene. This disease is characterised by cleidocranial dysplasia, digital anomalies, and severe neurological involvement.",,,
LD24.2Y,Other specified bone diseases with disorganised development of skeletal components,,,,
LD24.2Z,"Bone diseases with disorganised development of skeletal components, unspecified",,,,
LD24.3,Spondyloepiphyseal or spondyloepimetaphyseal dysplasias,"Spondyloepiphyseal dysplasias (SED) are a heterogeneous group of congenital chondrodysplasias that specifically affect epiphyses and vertebrae. Their most frequent form is characterised by small neonatal size of ovid vertebrae and overall late growth of bones, more marked in the femoral heads, with a slightly irregular metaphyseal limit. Other clinical forms have been described, some of which were dominant and more or less severe with metaphyseal lesions, while others were recessive and included nephrotic syndrome, lymphopenia, and immune disorders (immune bone dysplasia).",,,
LD24.4,Spondylometaphyseal dysplasias,Spondylometaphyseal dysplasias are a heterogeneous group of disorders associated with walking and growth disturbances that become evident during the second year of life. The disorders are characterised by platyspondyly (flattened vertebrae) and marked hip and knee metaphyseal lesions. The different forms of spondylometaphyseal dysplasia are distinguished by the localization and severity of involvement of the affected metaphyses.,,,
LD24.50,Achondrogenesis,,,,
LD24.51,Hypochondrogenesis,"A condition caused by failure of the skeletal system to correctly develop during the antenatal period, due to mutation of the COL2A1 gene. This condition is characterised by a small body, short limbs, underdeveloped lungs, flat and oval-shaped face, hypertelorism, micrognathia, enlarged abdomen, and ossification in the spine and pelvis. This condition may also present with a cleft palate.",,,
LD24.5Y,Other specified spondylodysplastic dysplasias,,,,
LD24.5Z,"Spondylodysplastic dysplasias, unspecified",,,,
LD24.60,Pseudoachondroplasia,Pseudoachondroplasia is a chondrodysplasia characterised by severe growth deficiency and deformations such as bow legs and hyperlordosis.,,,
LD24.61,Multiple epiphyseal dysplasias,"Multiple epiphyseal dysplasias (MED/EDMs) are characterised by epiphyseal anomalies causing joint pain early in life, recurrent osteochondritis and early arthrosis. The EDMs are a heterogeneous group of diseases with variable expression classed as MED/EDMs 1-6.",,,
LD24.6Y,Other specified multiple epiphyseal dysplasia or pseudoachondroplasia,,,,
LD24.6Z,"Multiple epiphyseal dysplasia or pseudoachondroplasia, unspecified",,,,
LD24.7,Multiple metaphyseal dysplasias,,,,Pyle disease
LD24.80,Langer-Giedion syndrome,"Langer-Giedion syndrome or trichorhinophalangeal syndrome type 2 is a chromosomal anomaly syndrome characterised by the association of intellectual deficit and numerous other anomalies including redundant skin, multiple cartilaginous exostoses, characteristic facies and cone-shaped phalangeal epiphyses.",,,
LD24.8Y,Other specified acromelic dysplasias,,,,
LD24.8Z,"Acromelic dysplasias, unspecified",,,,
LD24.9,Acromesomelic dysplasias,"A group of rare disorders characterised by shortening of the bones of the forearms, lower legs, hands and feet.",,,Sensenbrenner syndrome
LD24.A,Mesomelic or rhizomesomelic dysplasias,,,,
LD24.B0,Short rib-polydactyly syndrome,"Short rib-polydactyly syndromes are a group of bone malformations characterised by a narrow thorax and polydactyly (usually preaxial). Prevalence as a group is unknown. The group is heterogeneous and includes Jeune syndrome and Ellis-Van Creveld syndrome, neither of which are lethal, together with lethal chondrodysplasias: Saldino-Noonan (type 1), Majewski (type 2), Verma-Naumoff (type 3) and Beemer-Langer (type 4).",,,
LD24.B1,Asphyxiating thoracic dystrophy,"Asphyxiating thoracic dystrophy, also called Jeune syndrome, is a short-rib dysplasia characterised by a narrow thorax, short limbs and radiological skeletal abnormalities including ""trident"" aspect of the acetabula and metaphyseal changes.",,,
LD24.BY,Other specified short rib syndromes,,,,
LD24.BZ,"Short rib syndromes, unspecified",,,,
LD24.C,Bent bone dysplasias,"Any syndromes are characterised by poor mineralization of the skull, craniosynostosis, hypoplastic pubis and clavicles, osteopenia, bent long bones, low-set ears, hypertelorism, midface hypoplasia, prematurely erupted fetal teeth, and micrognathia. These syndromes may be associated with mutation of the FGFR2 gene.",,,
LD24.D,Slender bone dysplasias,"Any syndrome characterised by dwarfism, thin bones, multiple fractures, and prenatal or early postnatal death.",,,
LD24.E,Bone dysplasias with multiple joint dislocations,"Any syndrome characterised by malformation of the musculoskeletal system during the antenatal period, which includes the dislocations of multiple joints.",,,
LD24.F,"Progressive ossification of skin, skeletal muscle, fascia, tendons or ligaments",,,,
LD24.G0,Pfeiffer syndrome,"Pfeiffer syndrome (associated with mutations in the FGFR1 and 2 gene) is a syndromic form of craniosynostosis characterised by the association of craniosynostosis. Often pansynostosis. Severe midface hypoplasia. Broad and deviated thumbs and big toes, and partial syndactyly of the fingers and toes. Hydrocephaly may be found occasionally, along with severe ocular proptosis, ankylosed elbows.",,,Pfeiffer disease
LD24.G1,Crouzon disease,Crouzon disease is a form of syndromic craniosynostosis characterised by craniosynostosis and facial hypoplasia.,,,
LD24.G2,Apert syndrome,"Apert syndrome is a syndromic craniosynostosis associated with mutations in the FGFR2 gene and characterised by premature closure of coronal suture and a later onset of pansynostosis. Pathognomonic is an osseous and membranous syndactyly of at least Digitus II-IV (fingers and toes). High incidence of midface hypoplasia with orbital and facial stenosis, cleft palate, vertebral fusion. Mental deficits in 30%.",,,
LD24.GY,Other specified syndromic craniosynostoses,,,,
LD24.GZ,"Syndromic craniosynostoses, unspecified",,,,
LD24.H,Dysostoses with predominant vertebral and costal involvement,"Any syndrome characterised by malformation of the musculoskeletal system during the antenatal period, which includes dysgenesis of the vertebrae and intercostal cartilage.",,,Spondylocostal dysostosis - anal and genitourinary malformations
LD24.J0,Nail-patella syndrome,"Nail patella syndrome is a hereditary osteo-onychodysplasia characterised by nail dysplasia with triangular lunula, hypoplastic or absent patellas, iliac exostoses (`iliac horns') and dysplastic elbows.",,,
LD24.JY,Other specified patellar dysostoses,,,,
LD24.JZ,"Patellar dysostoses, unspecified",,,,
LD24.K0,Osteogenesis imperfecta,"Osteogenesis imperfecta (OI) comprises a heterogeneous group of genetic disorders characterised by increased bone fragility, low bone mass, and susceptibility to bone fractures with variable severity. The most clinically relevant characteristic of all types of OI is bone fragility, which manifests as multiple spontaneous fractures.",,Fragilitas ossium; Osteopsathyrosis,
LD24.KY,Other specified genetic bone diseases with decreased bone density,,,,
LD24.KZ,"Genetic bone diseases with decreased bone density, unspecified",,,,
LD24.Y,Other specified syndromes with skeletal anomalies as a major feature,,,,
LD24.Z,"Syndromes with skeletal anomalies as a major feature, unspecified",,,,
LD25.00,Oral-facial-digital syndrome,"A condition caused by failure of the head and digits to correctly develop during the antenatal period. This condition may be associated with cleft or lobed tongue, noncancerous tumours or nodules of the tongue, abnormal shape or number of teeth, cleft palate, hyperplastic frenula of the lip or gums, cleft lip, hypertelorism, wide nose with broad, flat nasal bridge, syndactyly, brachydactyly, clinodactyly, polydactyly, polycystic kidney disease, neurological problems, bone abnormalities, vision loss, or heart defects.",,,
LD25.0Y,Other specified oromandibular-limb anomaly syndrome,,,,
LD25.0Z,"Oromandibular-limb anomaly syndrome, unspecified",,,,
LD25.1,Fronto-otopalatodigital syndromes,,,,
LD25.2,Acrofacial dysostoses,Any syndrome caused by failure of the face and limbs to correctly develop during the antenatal period.,,,
LD25.3,Craniofacial dysostoses,"Syndromes caused by abnormal development of skull and facial bones. They may present with acrocephaly, exophthalmos, hypertelorism, strabismus, parrot-beaked nose, or hypoplastic maxilla. Non-syndromic craniosynostosis, which is predominantly sporadic, is coded elsewhere.",,,"Acrofacial dysostosis, Nager type; Postaxial acrofacial dysostosis; Acrofacial dysostosis, Weyers type; Frontometaphyseal dysplasia; Craniosynostosis"
LD25.Y,Other specified syndromes with face or limb anomalies as a major feature,,,,
LD25.Z,"Syndromes with face or limb anomalies as a major feature, unspecified",,,,
LD26.0,Combined reduction defects of upper and lower limbs,,,,
LD26.1,Complex brachydactylies,A disease caused by failure of the digits to correctly develop during the antenatal period. This disease is characterised by multiple digits of below normal length. This condition may be associated with mutation in the GDF5 gene.,,,Catel-Manzke syndrome
LD26.2,"Syndromes with limb duplication, polydactyly, syndactyly or triphalangism","Any syndrome caused by failure of the limbs to correctly develop during the antenatal period. These syndromes are characterised by supernumerary limbs or digits, fused digits, or supernumerary phalanges.",,,Townes-Brocks syndrome
LD26.3,Syndromes with synostoses of limbs,,,,
LD26.40,Multiple pterygium syndrome,,,,
LD26.41,Arthrogryposis multiplex congenita,"Arthrogryposis multiplex congenita, comprises nonprogressive congenital conditions characterised by multiple joint contractures. The term is currently used in connection with a very heterogeneous group of disorders that all include multiple congenital joint contractures. The major cause of arthrogryposis is fetal akinesia due to fetal abnormalities (e.g. neurogenic, muscle, or connective tissue abnormalities~ mechanical limitations to movement) or maternal disorders (e.g. infection, drugs, trauma, other maternal illnesses). Generalised fetal akinesia can also lead to polyhydramnios, pulmonary hypoplasia, micrognathia, ocular hypertelorism, and short umbilical cord. Lack of fetal movement causes extra connective tissue to develop around the joint, limiting movement and further aggravating the joint contracture.",,,COFS syndrome; Arthrogryposis multiplex congenita - lissencephaly
LD26.4Y,Other specified arthrogryposis syndromes,,,,
LD26.4Z,"Arthrogryposis syndromes, unspecified",,,,
LD26.5,Constriction rings,"A condition caused by entangling of fibrous bands of the amniotic sac around a developing fetus. This condition may present with circular indentation around a digit or limb, swelling, restriction of the lymphatic or venous flow, limb development defects, or in utero amputation.",,,
LD26.60,Angio-osteohypertrophic syndrome,"Angio-osteohypertrophic (AOH) syndrome is a congenital vascular bone syndrome characterised by the presence of vascular malformations in a limb resulting in limb overgrowth. Depending on whether the malformations are slow flow venous or fast flow arteriovenous the syndrome may be divided into two subtypes, Klippel-Trénaunay and Parkes-Weber syndromes respectively. Some cases of the latter are associated with mutations in the RASA1 gene.",,,
LD26.6Y,Other specified congenital vascular bone syndromes,,,,
LD26.6Z,"Congenital vascular bone syndromes, unspecified",,,,
LD26.Y,Other specified syndromes with limb anomalies as a major feature,,,,
LD26.Z,"Syndromes with limb anomalies as a major feature, unspecified",,,,
LD27.00,Incontinentia pigmenti,"Incontinentia pigmenti is an X-linked dominant gene disorder due to abnormalities of the NF-kappa-B (NEMO) gene on chromosome Xq28. It is lethal in male fetuses but the presence of a normal second X chromosome in females results in a mosaicism which is compatible with life. Affected females present in infancy with skin blisters in linear arrays (Blaschko lines) typically on the scalp and limbs. Within the first few months of life these are succeeded by warty changes and hyperpigmentation. These tend to resolve over time, often leaving atrophic streaks. Associated features include abnormal dentition, ocular defects and a variety of neurological complications.",,,
LD27.01,Cronkhite-Canada syndrome,"Cronkhite-Canada syndrome (CCS) is a sporadically occurring, noninherited disorder of generalised gastrointestinal polyps (hamartomas), cutaneous pigmentation, alopecia, and onychodystrophy. The possibility of progression to cancer is considered to be low. Chronic diarrhea and protein-losing enteropathy are often observed.",,,
LD27.02,Hypohidrotic ectodermal dysplasia,"Hypohidrotic ectodermal dysplasia is a genetic disorder of ectoderm development characterised by malformation of ectodermal structures such as skin, hair, teeth and sweat glands. It comprises three clinically almost indistinguishable subtypes with impaired sweating as the key symptom: Christ-Siemens-Touraine syndrome (X-linked), autosomal recessive and autosomal dominant hypohidrotic ectodermal dysplasia, as well as a fourth rare subtype with immunodeficiency as the key symptom.",,,
LD27.03,"Hidrotic ectodermal dysplasia, Clouston type","Clouston syndrome (or hidrotic ectodermal dysplasia) is an inherited disorder characterised by the clinical triad of nail dystrophy, alopecia, and palmoplantar hyperkeratosis.",,,
LD27.0Y,Other specified ectodermal dysplasia syndromes,,,,
LD27.1,Xeroderma pigmentosum,"Xeroderma pigmentosum (XP) is a rare genodermatosis characterised by extreme sensitivity to ultraviolet (UV)-induced changes in the skin and eyes, and multiple skin cancers. It is subdivided into 8 complementation groups, according to the affected gene: XPA to XPG, and XP variant (XPV). The severity of the clinical manifestations and the age of onset are extremely variable and are in part dependent on exposure to sunlight and the complementation group.",,,
LD27.2,Syndromic ichthyosis,Hereditary disorders in which ichthyosis is associated with significant other abnormalities.,,,
LD27.3,Genetic syndromes with hypertrichosis,Genetic syndromes in which excessive non-androgen-dependent hair growth is associated with other abnormalities.,,,
LD27.4,Genetic syndromes affecting nails,,,,
LD27.5,Genetic hamartoneoplastic syndromes affecting the skin,A heterogeneous group of inherited diseases characterised by the presence of multiple hamartomata and associated with an increased risk of malignancy.,,,
LD27.60,Congenital generalised lipodystrophy,,,,
LD27.6Z,"Genetic lipodystrophy, unspecified",,,,
LD27.Y,Other specified syndromes with skin or mucosal anomalies as a major feature,,,,
LD27.Z,"Syndromes with skin or mucosal anomalies as a major feature, unspecified",,,,
LD28.00,Congenital contractural arachnodactyly,"Congenital contractural arachnodactyly (CCA, Beals syndrome) is a connective tissue disorder characterised by multiple flexion contractures, arachnodactyly, severe kyphoscoliosis, abnormal pinnae and muscular hypoplasia. Although the clinical features can be similar to Marfan syndrome (MFS), multiple joint contractures (especially of the elbow, knee, and finger joints), and crumpled ears in the absence of significant aortic root dilatation are characteristic of Beals syndrome and rarely found in MFS.",,,
LD28.01,Marfan syndrome,"Marfan syndrome is a systemic disease of connective tissue characterised by a variable combination of cardiovascular, musculo-skeletal, ophthalmic and pulmonary manifestations. Cardiovascular involvement is characterised by 1) progressive dilation of the aorta accompanied by an increased risk of aortic dissection, which affects prognosis and 2) mitral insufficiency. Skeletal involvement is often the first sign of the disease and can include dolichostenomelia, large size, arachnodactyly, joint hypermobility, scoliotic deformations, acetabulum protrusion, thoracic deformity, dolichocephaly of the anteroposterior axis, micrognathism or malar hypoplasia. Ophthalmic involvement results in axile myopia, which can lead to retinal detachment and lens displacement.",,,
LD28.0Y,Other specified Marfan syndrome or Marfan-related disorders,,,,
LD28.0Z,"Marfan syndrome or Marfan-related disorders, unspecified",,,,
LD28.10,"Ehlers-Danlos syndrome, classical type","Ehlers-Danlos syndrome, classic type is a type of Ehlers-Danlos syndromes (EDS), a heterogeneous group of hereditary connective tissue diseases characterised by joint hyperlaxity, cutaneous hyperelasticity and tissue fragility, and is characterised by the following major clinical diagnostic criteria: hyperextensible skin, atrophic cutaneous scars due to tissue fragility and joint hyperlaxity.",,,
LD28.1Y,Other specified types of Ehlers-Danlos syndrome,,,,
LD28.2,Genetically-determined cutis laxa,,,,
LD28.Y,Other specified syndromes with connective tissue involvement as a major feature,,,,
LD28.Z,"Syndromes with connective tissue involvement as a major feature, unspecified",,,,
LD29,Syndromes with obesity as a major feature,,,,WAGR syndrome; Fragile X syndrome
LD2A.0,Ovotesticular disorder of sex development,"Ovotesticular disorder of sex development, formerly called true hermaphroditism, is a rare cause of genital ambiguity characterised by the presence of ovarian and testicular tissue in an individual, leading to development of both male and female structures.",,,
